time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.framing_status,.magic,.len,.incompat_flags,.compat_flags,.seq,.sysid,.compid,.msgid,.checksum,.payload64,.signature
2018/07/18/15:58:38.123216,56291,1531943918,122757976,,1,254,28,0,0,186,1,1,30,52160,"(4538993404885836004, 13851878965021704705L, 4485955733125786943, 13953293734281884707L)",
2018/07/18/15:58:38.124433,56292,1531943918,124023274,,1,254,24,0,0,187,1,1,178,60988,"(4454282919851104114, 3224154671, 0)",
2018/07/18/15:58:38.125526,56293,1531943918,125103423,,1,254,40,0,0,188,1,1,182,43356,"(4454906660774592116, 4883027899201602183, 15015239610348463269L, 0, 0)",
2018/07/18/15:58:38.126603,56294,1531943918,126151092,,1,254,31,0,0,189,1,1,1,14694,"(99638014348753983, 1125305678911, 65535, 71776119061217280)",
2018/07/18/15:58:38.129636,56295,1531943918,129176851,,1,254,6,0,0,190,1,1,125,54541,"(99360697175315323,)",
2018/07/18/15:58:38.135867,56296,1531943918,135412048,,1,254,4,0,0,191,1,1,152,17117,"(99360699565735936,)",
2018/07/18/15:58:38.139770,56297,1531943918,137275772,,1,254,2,0,0,192,1,1,42,45191,"(99360699565735936,)",
2018/07/18/15:58:38.139820,56298,1531943918,138990474,,1,254,30,0,0,193,1,1,24,18534,"(1024230000, 15015240014075389466L, 30399550888216772, 71797028176791582)",
2018/07/18/15:58:38.143086,56299,1531943918,142178056,,1,254,26,0,0,194,1,1,62,52404,"(4675997420976466821, 14087583469601407631L, 18396922273781235521L, 71797028176789826)",
2018/07/18/15:58:38.146103,56300,1531943918,144710221,,1,254,51,0,0,195,1,1,87,25282,"(1743390163898179837, 4881388308592085572, 13171150517948121088L, 13953066549444948274L, 13806536224373727716L, 4725588831389089792, 3618418210673917944)",
2018/07/18/15:58:38.153550,56301,1531943918,152354171,,1,254,28,0,0,196,1,1,163,54436,"(13587213332783626513L, 1003899526, 4477631743997771776, 13953066547693695347L)",
2018/07/18/15:58:38.155202,56302,1531943918,153769804,,1,254,3,0,0,197,1,1,165,5403,"(13587213332783305575L,)",
2018/07/18/15:58:38.158396,56303,1531943918,157119912,,1,254,22,0,0,198,1,1,136,32537,"(15015239541628986461L, 4790979966204636173, 4477423897645416548)",
2018/07/18/15:58:38.158423,56304,1531943918,157270790,,1,254,22,0,0,199,1,1,193,1177,"(4439810975986005443, 4486616318391110669, 4477426023654227968)",
2018/07/18/15:58:38.158432,56305,1531943918,157340165,,1,254,32,0,0,200,1,1,241,4589,"(1024273606, 4586639552643004969, 1083145721, 0)",
2018/07/18/15:58:38.168046,56306,1531943918,164514105,,1,254,26,0,0,201,1,1,27,58515,"(1024288702, 18288831560890122213L, 61360316579250367, 335)",
2018/07/18/15:58:38.168095,56307,1531943918,167683959,,1,254,22,0,0,202,1,1,116,27512,"(18431825603592167712L, 75998978114976548, 61081306917830463)",
2018/07/18/15:58:38.185071,56308,1531943918,184648257,,1,254,14,0,0,203,1,1,29,42596,"(4932278711162478900, 76021325936980377)",
2018/07/18/15:58:38.186201,56309,1531943918,185861492,,1,254,31,0,0,204,1,1,1,19356,"(99638014348753983, 1185435221055, 65535, 71776119061217280)",
2018/07/18/15:58:38.187811,56310,1531943918,187511010,,1,254,6,0,0,205,1,1,125,2629,"(99360697169613655,)",
2018/07/18/15:58:38.188838,56311,1531943918,188525847,,1,254,4,0,0,206,1,1,152,57838,"(99360699565735936,)",
2018/07/18/15:58:38.211539,56312,1531943918,211039558,,1,254,2,0,0,207,1,1,42,43379,"(99360699565735936,)",
2018/07/18/15:58:38.213355,56313,1531943918,212950098,,1,254,26,0,0,208,1,1,62,62738,"(4670863317995513446, 14080804611049138421L, 18396922273780889843L, 71776119061217601)",
2018/07/18/15:58:38.216579,56314,1531943918,215645237,,1,254,51,0,0,209,1,1,87,24364,"(1743390163898179912, 4881388308592085572, 13171150517948121088L, 13952568333238612274L, 13809307715231599363L, 4725020615805763584, 3618418210673917944)",
2018/07/18/15:58:38.220398,56315,1531943918,218230777,,1,254,31,0,0,210,1,1,1,273,"(99638014348753983, 1168255351871, 65535, 13978891768381308928L)",
2018/07/18/15:58:38.226381,56316,1531943918,224497366,,1,254,6,0,0,211,1,1,125,38538,"(99360697175642999,)",
2018/07/18/15:58:38.226440,56317,1531943918,225647946,,1,254,4,0,0,212,1,1,152,64074,"(99360699565735936,)",
2018/07/18/15:58:38.230512,56318,1531943918,229590079,,1,254,28,0,0,213,1,1,33,55225,"(1743424996082950492, 1686851901511853, 18339211986836962110L, 13978891769653493631L)",
2018/07/18/15:58:38.232871,56319,1531943918,232467137,,1,254,28,0,0,214,1,1,32,25564,"(4829788194340839772, 13997113911292108336L, 13868193361852176837L, 13978891771596650575L)",
2018/07/18/15:58:38.248013,56320,1531943918,234694377,,1,254,26,0,0,215,1,1,27,33370,"(1024349923, 18266876418217607148L, 61360316578726058, 13978891771596636495L)",
2018/07/18/15:58:38.248059,56321,1531943918,236252696,,1,254,22,0,0,216,1,1,116,7826,"(18434358886972498270L, 73184133853870958, 61081306917830463)",
2018/07/18/15:58:38.248075,56322,1531943918,241671038,,1,254,14,0,0,217,1,1,29,55217,"(4932278711162478962, 73206576169873817)",
2018/07/18/15:58:38.285262,56323,1531943918,284511123,,1,254,31,0,0,218,1,1,1,53121,"(99638014348753983, 1159665417279, 65535, 13978891768381308928L)",
2018/07/18/15:58:38.287468,56324,1531943918,287085399,,1,254,6,0,0,219,1,1,125,64118,"(99360697173742462,)",
2018/07/18/15:58:38.288417,56325,1531943918,288152460,,1,254,4,0,0,220,1,1,152,34176,"(99360699565735936,)",
2018/07/18/15:58:38.289023,56326,1531943918,288793765,,1,254,2,0,0,221,1,1,42,11009,"(99360699565735936,)",
2018/07/18/15:58:38.289998,56327,1531943918,289700699,,1,254,26,0,0,222,1,1,62,14935,"(4665368929557597388, 14074751657804489031L, 18396922273780508702L, 13978891768381309248L)",
2018/07/18/15:58:38.293717,56328,1531943918,292209984,,1,254,51,0,0,223,1,1,87,25638,"(1743390163898179974, 4881388308592085572, 13171150517948121088L, 13952208938965217586L, 13812011672023242277L, 4724536379717976064, 3618418210673917944)",
2018/07/18/15:58:38.296035,56329,1531943918,294386953,,1,254,21,0,0,224,1,1,36,29729,"(425596608261846533, 399419086606697788, 13171149844820264412L)",
2018/07/18/15:58:38.298555,56330,1531943918,297984803,,1,254,22,0,0,225,1,1,35,8833,"(436855666436448646, 573091397803378188, 13171058585355158495L)",
2018/07/18/15:58:38.301305,56331,1531943918,300914531,,1,254,42,0,0,226,1,1,65,47666,"(436855666436448646, 573091397803378188, 426159617453851615, 426159617419642346, 99223018, 4724536379717976080)",
2018/07/18/15:58:38.302398,56332,1531943918,301985912,,1,254,12,0,0,227,1,1,168,56637,"(4608472273745985909, 573091397704351744)",
2018/07/18/15:58:38.303463,56333,1531943918,303106444,,1,254,12,0,0,228,1,1,2,54504,"(1531943918178000, 573091397705376152)",
2018/07/18/15:58:38.304431,56334,1531943918,304153824,,1,254,31,0,0,229,1,1,1,1382,"(99638014348753983, 1155370449983, 65535, 432064089250856960)",
2018/07/18/15:58:38.305576,56335,1531943918,305332820,,1,254,6,0,0,230,1,1,125,18822,"(99360697173742478,)",
2018/07/18/15:58:38.306260,56336,1531943918,306044204,,1,254,4,0,0,231,1,1,152,9440,"(99360699565735936,)",
2018/07/18/15:58:38.306942,56337,1531943918,306710501,,1,254,9,0,0,128,255,190,0,50422,"(8821862825984, 1155370449923)",
2018/07/18/15:58:38.325349,56338,1531943918,324870978,,1,253,9,0,0,129,255,190,0,33113,"(8821862825984, 1155370449923)",
2018/07/18/15:58:38.329795,56339,1531943918,326597968,,1,254,2,0,0,232,1,1,42,3560,"(8821862825984,)",
2018/07/18/15:58:38.329827,56340,1531943918,327671780,,1,254,30,0,0,233,1,1,24,37201,"(1024430000, 15015239777852187814L, 30399550888217132, 432084998385108985)",
2018/07/18/15:58:38.362063,56341,1531943918,361770967,,1,254,26,0,0,234,1,1,62,12385,"(4664918567876873420, 14074751657804489031L, 18396922273780508702L, 432084998385107264)",
2018/07/18/15:58:38.363437,56342,1531943918,362840044,,1,254,51,0,0,235,1,1,87,48140,"(1743390163898180054, 4881388308592085572, 13171150517948121088L, 13951726519648596274L, 13817258442727332559L, 4724536379717976064, 3618418210673917944)",
2018/07/18/15:58:38.368053,56343,1531943918,366151688,,1,254,26,0,0,236,1,1,27,29046,"(1024471034, 18244920949128298505L, 57138157567213723, 13951726519648584024L)",
2018/07/18/15:58:38.371828,56344,1531943918,367414491,,1,254,22,0,0,237,1,1,116,7582,"(18436329362133328343L, 68961914708818681, 56859216626057034)",
2018/07/18/15:58:38.372491,56345,1531943918,372176232,,1,254,14,0,0,238,1,1,29,64213,"(4932277753384772057, 68984447223633182)",
2018/07/18/15:58:38.373287,56346,1531943918,373036126,,1,254,31,0,0,239,1,1,1,30255,"(99638014348753983, 1159665417279, 65535, 13978891768381308928L)",
2018/07/18/15:58:38.374404,56347,1531943918,374143219,,1,254,6,0,0,240,1,1,125,55347,"(99360697174201227,)",
2018/07/18/15:58:38.375157,56348,1531943918,374884875,,1,254,4,0,0,241,1,1,152,32619,"(99360699565735936,)",
2018/07/18/15:58:38.379466,56349,1531943918,379143933,,1,254,2,0,0,242,1,1,42,20854,"(99360699565735936,)",
2018/07/18/15:58:38.380673,56350,1531943918,380376400,,1,254,26,0,0,243,1,1,62,47954,"(4659784462760956395, 14068235921833706127L, 18396922269485142544L, 13978891768381309248L)",
2018/07/18/15:58:38.438925,56351,1531943918,438496897,,1,254,51,0,0,244,1,1,87,1591,"(1743390163898180132, 4881388308592085572, 13171150517948121088L, 13951219438629761330L, 13825130443471479498L, 4724015121012097024, 3618418210673917944)",
2018/07/18/15:58:38.442975,56352,1531943918,442576693,,1,254,20,0,0,245,1,1,74,16853,"(4728971199740056249, 4624112485233101701, 13171150514703761605L)",
2018/07/18/15:58:38.445437,56353,1531943918,444874781,,1,254,28,0,0,246,1,1,30,23448,"(4509960645735588389, 13850197450967197423L, 4453127446952822576, 13951219436872735172L)",
2018/07/18/15:58:38.446871,56354,1531943918,446532555,,1,254,24,0,0,247,1,1,178,54161,"(4462213937732354128, 3223779818, 0)",
2018/07/18/15:58:38.448123,56355,1531943918,447808605,,1,254,40,0,0,248,1,1,182,3946,"(4461843402318059856, 4883168636689566003, 15015238996168139371L, 0, 0)",
2018/07/18/15:58:38.449306,56356,1531943918,448914833,,1,254,31,0,0,249,1,1,1,42329,"(99638014348753983, 1151075482687, 65535, 71776119061217280)",
2018/07/18/15:58:38.450677,56357,1531943918,450399522,,1,254,6,0,0,250,1,1,125,32695,"(99360697175905153,)",
2018/07/18/15:58:38.453664,56358,1531943918,453131972,,1,254,4,0,0,251,1,1,152,39771,"(99360699565735936,)",
2018/07/18/15:58:38.455007,56359,1531943918,454702931,,1,254,2,0,0,252,1,1,42,55127,"(99360699565735936,)",
2018/07/18/15:58:38.478545,56360,1531943918,478182488,,1,254,26,0,0,253,1,1,62,43414,"(4653929786685542891, 14063784402979997614L, 18396922269484708220L, 71776119061217599)",
2018/07/18/15:58:38.481928,56361,1531943918,481350134,,1,254,26,0,0,254,1,1,27,8684,"(1024588690, 18257587683858120700L, 47005066993205317, 71776119061217648)",
2018/07/18/15:58:38.485230,56362,1531943918,483010532,,1,254,22,0,0,255,1,1,116,58140,"(18435484825534046796L, 58547005565958968, 46726186181787472)",
2018/07/18/15:58:38.489391,56363,1531943918,485291660,,1,254,14,0,0,0,1,1,29,9746,"(4932277362542748236, 58569873085368624)",
2018/07/18/15:58:38.489419,56364,1531943918,485657992,,1,254,42,0,0,1,1,1,150,29008,"(417418180668367, 4342153224053069053, 13600332080634861086L, 13732851688089032766L, 18439988385412266474L, 4724015121012097027)",
2018/07/18/15:58:38.489431,56365,1531943918,485773351,,1,254,31,0,0,2,1,1,1,35267,"(99638014348753983, 1172550319167, 65535, 13762718986267525120L)",
2018/07/18/15:58:38.489470,56366,1531943918,488140237,,1,254,6,0,0,3,1,1,125,57244,"(99360697172759428,)",
2018/07/18/15:58:38.490112,56367,1531943918,488270188,,1,254,4,0,0,4,1,1,152,10090,"(99360699565735936,)",
2018/07/18/15:58:38.490271,56368,1531943918,490032793,,1,254,2,0,0,5,1,1,42,319,"(99360699565735936,)",
2018/07/18/15:58:38.492273,56369,1531943918,491535721,,1,254,51,0,0,6,1,1,87,63615,"(1743390163898180192, 4881388308592085572, 13171150517948121088L, 13950881652336832818L, 13829905257398940198L, 4723658999503781888, 3618418210673917944)",
2018/07/18/15:58:38.493954,56370,1531943918,493403093,,1,254,28,0,0,7,1,1,33,61171,"(1743423037577863776, 1689042334832690, 18318664614184795457L, 13950881650831982407L)",
2018/07/18/15:58:38.503565,56371,1531943918,502941583,,1,254,28,0,0,8,1,1,32,37612,"(4828360195024331360, 13997694212913337001L, 13876208543920258290L, 13950881652754198926L)",
2018/07/18/15:58:38.504519,56372,1531943918,504178433,,1,254,31,0,0,9,1,1,1,53880,"(99638014348753983, 1151075482687, 65535, 13978891768381308928L)",
2018/07/18/15:58:38.505886,56373,1531943918,505659378,,1,254,6,0,0,10,1,1,125,30028,"(99360697173742439,)",
2018/07/18/15:58:38.506575,56374,1531943918,506365962,,1,254,4,0,0,11,1,1,152,45378,"(99360699565735936,)",
2018/07/18/15:58:38.532297,56375,1531943918,531796281,,1,254,2,0,0,12,1,1,42,16390,"(99360699565735936,)",
2018/07/18/15:58:38.533626,56376,1531943918,533275626,,1,254,30,0,0,13,1,1,24,32772,"(1024630000, 15015239451434672957L, 30399550888217502, 13978912677530503124L)",
2018/07/18/15:58:38.535012,56377,1531943918,534675611,,1,254,26,0,0,14,1,1,62,43795,"(4653659568818115051, 14063784402979997614L, 18396922269484708220L, 13978912677530501439L)",
2018/07/18/15:58:38.540290,56378,1531943918,539944546,,1,254,51,0,0,15,1,1,87,18637,"(1743390163898180235, 4881388308592085572, 13171150517948121088L, 13950654414207136050L, 13833298809843890287L, 4723658999503781888, 3618418210673917944)",
2018/07/18/15:58:38.553934,56379,1531943918,551173642,,1,254,26,0,0,16,1,1,27,36930,"(1024670632, 18284609101231882247L, 47005066992812092, 13950654414207123824L)",
2018/07/18/15:58:38.555853,56380,1531943918,552202303,,1,254,22,0,0,17,1,1,116,63319,"(18429573984167109278L, 55732208560700176, 46726186181787472)",
2018/07/18/15:58:38.555878,56381,1531943918,552977879,,1,254,14,0,0,18,1,1,29,58095,"(4932277362542748318, 55755123318262064)",
2018/07/18/15:58:38.555887,56382,1531943918,553711087,,1,254,31,0,0,19,1,1,1,28288,"(99638014348753983, 1168255351871, 65535, 13978891768381308928L)",
2018/07/18/15:58:38.561855,56383,1531943918,557626629,,1,254,6,0,0,20,1,1,125,50030,"(99360697175446414,)",
2018/07/18/15:58:38.561900,56384,1531943918,558593818,,1,254,4,0,0,21,1,1,152,38147,"(99360699565735936,)",
2018/07/18/15:58:38.565615,56385,1531943918,565313618,,1,254,2,0,0,22,1,1,42,7320,"(99360699565735936,)",
2018/07/18/15:58:38.566694,56386,1531943918,566286728,,1,254,26,0,0,23,1,1,62,48349,"(4648255250125857751, 14060901620931174072L, 18396922269484256169L, 13978891768381309246L)",
2018/07/18/15:58:38.568689,56387,1531943918,567727353,,1,254,51,0,0,24,1,1,87,16478,"(1743390163898180272, 4881388308592085572, 13171150517948121088L, 13950429954921279794L, 13835862922499579253L, 4723428376939855872, 3618418210673917944)",
2018/07/18/15:58:38.582930,56388,1531943918,582524058,,1,254,31,0,0,25,1,1,1,49823,"(99638014348753983, 1176845286463, 65535, 13978891768381308928L)",
2018/07/18/15:58:38.584727,56389,1531943918,584385382,,1,254,6,0,0,26,1,1,125,42883,"(99360697171972980,)",
2018/07/18/15:58:38.585585,56390,1531943918,585290364,,1,254,4,0,0,27,1,1,152,20182,"(99360699565735936,)",
2018/07/18/15:58:38.599113,56391,1531943918,598625933,,1,254,2,0,0,28,1,1,42,62927,"(99360699565735936,)",
2018/07/18/15:58:38.602600,56392,1531943918,601445583,,1,254,26,0,0,29,1,1,62,5207,"(4648165176071736525, 14060901620931174072L, 18396922269484256169L, 13978891768381309246L)",
2018/07/18/15:58:38.640128,56393,1531943918,639516311,,1,254,51,0,0,30,1,1,87,47021,"(1743390163898180332, 4881388308592085572, 13171150517948121088L, 13950122662896152882L, 13838822666067759594L, 4723428376939855872, 3618418210673917944)",
2018/07/18/15:58:38.652849,56394,1531943918,647124710,,1,254,21,0,0,31,1,1,36,64331,"(430663157842996327, 402233879323804996, 13171149844820264412L)",
2018/07/18/15:58:38.652891,56395,1531943918,648667029,,1,254,22,0,0,32,1,1,35,31550,"(436855666436449004, 573091397803378188, 13171058585355158495L)",
2018/07/18/15:58:38.653633,56396,1531943918,650839134,,1,254,42,0,0,33,1,1,65,48921,"(436855666436449004, 573091397803378188, 426159617453851615, 426159617419642346, 99223018, 4723428376939855888)",
2018/07/18/15:58:38.653928,56397,1531943918,652175696,,1,254,26,0,0,34,1,1,27,7693,"(1024750156, 18329926585369624581L, 41094079596920881, 426159617419641211)",
2018/07/18/15:58:38.657881,56398,1531943918,657194074,,1,254,22,0,0,35,1,1,116,55652,"(18437455257745203950L, 56858048348814082, 40815254619160402)",
2018/07/18/15:58:38.657913,56399,1531943918,657440503,,1,254,14,0,0,36,1,1,29,5619,"(4932273892209173230, 56881023225152092)",
2018/07/18/15:58:38.660148,56400,1531943918,659184613,,1,254,31,0,0,37,1,1,1,6638,"(99638014348753983, 1151075482687, 65535, 432064089250856960)",
2018/07/18/15:58:38.664193,56401,1531943918,662389154,,1,254,6,0,0,38,1,1,125,20797,"(99360697173218132,)",
2018/07/18/15:58:38.664227,56402,1531943918,663520982,,1,254,4,0,0,39,1,1,152,1620,"(99360699565735936,)",
2018/07/18/15:58:38.664753,56403,1531943918,664492908,,1,254,2,0,0,40,1,1,42,19699,"(99360699565735936,)",
2018/07/18/15:58:38.665679,56404,1531943918,665411394,,1,254,26,0,0,41,1,1,62,32202,"(4648075106312561623, 14060901620931174072L, 18396922269484256169L, 432064089250857278)",
2018/07/18/15:58:38.669053,56405,1531943918,668490049,,1,254,51,0,0,42,1,1,87,13678,"(1743390163898180355, 4881388308592085572, 13171150517948121088L, 13950036630406246706L, 13839767683426971030L, 4723428376939855872, 3618418210673917944)",
2018/07/18/15:58:38.673398,56406,1531943918,673128879,,1,254,28,0,0,43,1,1,163,29241,"(13587148143769998727L, 1003899175, 4473944377135202304, 13950036628655894626L)",
2018/07/18/15:58:38.674205,56407,1531943918,673952550,,1,254,3,0,0,44,1,1,165,47923,"(13587148143769686921L,)",
2018/07/18/15:58:38.674471,56408,1531943918,674236995,,1,254,22,0,0,45,1,1,136,25858,"(15015238463592194252L, 4790006069485431657, 4473764722948178020)",
2018/07/18/15:58:38.686603,56409,1531943918,686257315,,1,254,22,0,0,46,1,1,193,623,"(4443828965140674073, 4489649329807350339, 4473766848956989440)",
2018/07/18/15:58:38.687599,56410,1531943918,687330039,,1,254,32,0,0,47,1,1,241,58988,"(1024808246, 4589502526296344101, 1077555417, 0)",
2018/07/18/15:58:38.688150,56411,1531943918,687946544,,1,254,31,0,0,48,1,1,1,24499,"(99638014348753983, 1155370449983, 65535, 71776119061217280)",
2018/07/18/15:58:38.689007,56412,1531943918,688837319,,1,254,6,0,0,49,1,1,125,18853,"(99360697174004586,)",
2018/07/18/15:58:38.689524,56413,1531943918,689378241,,1,254,4,0,0,50,1,1,152,35800,"(99360699565735936,)",
2018/07/18/15:58:38.717781,56414,1531943918,717398581,,1,254,2,0,0,51,1,1,42,36792,"(99360699565735936,)",
2018/07/18/15:58:38.719108,56415,1531943918,718810118,,1,254,26,0,0,52,1,1,62,47499,"(4638527475619201024, 14059439992021010350L, 18396922265188827965L, 71776119061217597)",
2018/07/18/15:58:38.723250,56416,1531943918,721692839,,1,254,51,0,0,53,1,1,87,47755,"(1743390163898180412, 4881388308592085572, 13171150517948121088L, 13949736828804084018L, 13842784094793651390L, 4723311446455222272, 3618418210673917944)",
2018/07/18/15:58:38.723276,56417,1531943918,722604445,,1,254,28,0,0,54,1,1,33,45586,"(1743421405490291516, 1691576365537215, 18311346483833651084L, 13949736827316469518L)",
2018/07/18/15:58:38.725558,56418,1531943918,724438186,,1,254,28,0,0,55,1,1,32,62812,"(4826482753150100287, 13998354830423005725L, 13878498379964050364L, 13949736829224448714L)",
2018/07/18/15:58:38.726688,56419,1531943918,726370997,,1,254,31,0,0,56,1,1,1,6430,"(99638014348753983, 1142485548095, 65535, 13978891768381308928L)",
2018/07/18/15:58:38.728680,56420,1531943918,727880197,,1,254,6,0,0,57,1,1,125,3768,"(99360697173873511,)",
2018/07/18/15:58:38.729362,56421,1531943918,728857690,,1,254,4,0,0,58,1,1,152,62482,"(99360699565735936,)",
2018/07/18/15:58:38.731552,56422,1531943918,731242465,,1,254,2,0,0,59,1,1,42,20820,"(99360699565735936,)",
2018/07/18/15:58:38.732972,56423,1531943918,732693297,,1,254,30,0,0,60,1,1,24,51391,"(1024830000, 15015239069182583259L, 30399550888217962, 13978912677540071337L)",
2018/07/18/15:58:38.734169,56424,1531943918,733945412,,1,254,26,0,0,61,1,1,62,25977,"(4638527475619201024, 14059439992021010350L, 18396922265188827965L, 13978912677540069693L)",
2018/07/18/15:58:38.736332,56425,1531943918,735475763,,1,254,51,0,0,62,1,1,87,60653,"(1743390163898180435, 4881388308592085572, 13171150517948121088L, 13949622290616234290L, 13844073220637620877L, 4723311446455222272, 3618418210673917944)",
2018/07/18/15:58:38.750920,56426,1531943918,749577116,,1,254,26,0,0,63,1,1,27,26828,"(1024871113, 18340059628697092101L, 36308970629955622, 13949622290616222082L)",
2018/07/18/15:58:38.759382,56427,1531943918,752509821,,1,254,22,0,0,64,1,1,116,58585,"(18441114453917279079L, 43065710067514107, 36030214374031187)",
2018/07/18/15:58:38.759420,56428,1531943918,752652219,,1,254,14,0,0,65,1,1,29,9834,"(4932273660280939367, 43088745071466762)",
2018/07/18/15:58:38.760551,56429,1531943918,759616401,,1,254,12,0,0,66,1,1,168,17315,"(4608652443329046598, 43088744001044480)",
2018/07/18/15:58:38.760570,56430,1531943918,759814126,,1,254,12,0,0,67,1,1,2,24279,"(1531943918643000, 43088744002069353)",
2018/07/18/15:58:38.781072,56431,1531943918,780729582,,1,254,31,0,0,68,1,1,1,14616,"(99638014348753983, 1172550319167, 65535, 13978891768381308928L)",
2018/07/18/15:58:38.783729,56432,1531943918,782870551,,1,254,6,0,0,69,1,1,125,5435,"(99360697174201228,)",
2018/07/18/15:58:38.784215,56433,1531943918,783932844,,1,254,4,0,0,70,1,1,152,23283,"(99360699565735936,)",
2018/07/18/15:58:38.819099,56434,1531943918,818743607,,1,254,2,0,0,71,1,1,42,61826,"(99360699565735936,)",
2018/07/18/15:58:38.820474,56435,1531943918,820167816,,1,254,26,0,0,72,1,1,62,36763,"(4627538690124357304, 14054661518781977723L, 18396922265188358186L, 13978891768381309244L)",
2018/07/18/15:58:38.824310,56436,1531943918,821956533,,1,254,51,0,0,73,1,1,87,39224,"(1743390163898180512, 4881388308592085572, 13171150517948121088L, 13949287609584660786L, 13846178454692371638L, 4722929168596074496, 3618418210673917944)",
2018/07/18/15:58:38.826238,56437,1531943918,824769495,,1,254,20,0,0,74,1,1,74,40648,"(4727305203400521486, 4614768010786573844, 13171150514703696073L)",
2018/07/18/15:58:38.826956,56438,1531943918,826680066,,1,254,28,0,0,75,1,1,30,14548,"(4458223864824964000, 13848867187926248505L, 13558468315014681858L, 13949287607820950196L)",
2018/07/18/15:58:38.828083,56439,1531943918,827727287,,1,254,24,0,0,76,1,1,178,615,"(4461635560231697483, 3223520644, 0)",
2018/07/18/15:58:38.828778,56440,1531943918,828543150,,1,254,40,0,0,77,1,1,182,25309,"(4460864055273245436, 4883309374177611605, 15015238154354548705L, 0, 0)",
2018/07/18/15:58:38.841165,56441,1531943918,840623533,,1,254,31,0,0,78,1,1,1,7482,"(99638014348753983, 1142485548095, 65535, 71776119061217280)",
2018/07/18/15:58:38.843075,56442,1531943918,842688887,,1,254,6,0,0,79,1,1,125,24564,"(99360697174659982,)",
2018/07/18/15:58:38.844037,56443,1531943918,843672620,,1,254,4,0,0,80,1,1,152,376,"(99360699565735936,)",
2018/07/18/15:58:38.844757,56444,1531943918,844416356,,1,254,2,0,0,81,1,1,42,7302,"(99360699565735936,)",
2018/07/18/15:58:38.845935,56445,1531943918,845395098,,1,254,26,0,0,82,1,1,62,10152,"(4627538690124357304, 14054661518781977723L, 18396922265188358186L, 71776119061217596)",
2018/07/18/15:58:38.849092,56446,1531943918,848769237,,1,254,51,0,0,83,1,1,87,48685,"(1743390163898180534, 4881388308592085572, 13171150517948121088L, 13949193584160616754L, 13846186142683832780L, 4722929168596074496, 3618418210673917944)",
2018/07/18/15:58:38.850108,56447,1531943918,849478286,,1,254,26,0,0,84,1,1,27,64945,"(1024950773, 18325705633247002623L, 32649804519636990, 13949193584160604554L)",
2018/07/18/15:58:38.851972,56448,1531943918,851599415,,1,254,22,0,0,85,1,1,116,29595,"(5347775450424246, 30680665060539427, 32371074035482450)",
2018/07/18/15:58:38.852360,56449,1531943918,851739382,,1,254,14,0,0,86,1,1,29,46459,"(4932271963768857526, 30422371118801034)",
2018/07/18/15:58:38.883094,56450,1531943918,882688170,,1,254,31,0,0,87,1,1,1,45140,"(99638014348753983, 1146780515391, 65535, 13978891768381308928L)",
2018/07/18/15:58:38.886281,56451,1531943918,884951858,,1,254,6,0,0,88,1,1,125,21671,"(99360697175905156,)",
2018/07/18/15:58:38.886586,56452,1531943918,886030342,,1,254,4,0,0,89,1,1,152,13135,"(99360699565735936,)",
2018/07/18/15:58:38.887893,56453,1531943918,886944572,,1,254,2,0,0,90,1,1,42,27140,"(99360699565735936,)",
2018/07/18/15:58:38.915420,56454,1531943918,914889873,,1,254,26,0,0,91,1,1,62,57975,"(4613127172176488693, 14041401846637998899L, 18396922265187884924L, 13978891768381309243L)",
2018/07/18/15:58:38.918568,56455,1531943918,917978064,,1,254,51,0,0,92,1,1,87,34385,"(1743390163898180611, 4881388308592085572, 13171150517948121088L, 13948921485097513266L, 13846331252448844159L, 4722261554584616960, 3618418210673917944)",
2018/07/18/15:58:38.920458,56456,1531943918,919973051,,1,254,21,0,0,93,1,1,36,62325,"(433477907610385794, 405893109856011580, 13171149844820264412L)",
2018/07/18/15:58:38.921586,56457,1531943918,921273293,,1,254,22,0,0,94,1,1,35,8633,"(436855666436449287, 573091397803378188, 13171058585355158495L)",
2018/07/18/15:58:38.925223,56458,1531943918,922293954,,1,254,42,0,0,95,1,1,65,28294,"(436855666436449287, 573091397803378188, 426159617453851615, 426159617419642346, 99223018, 4722261554584616976)",
2018/07/18/15:58:38.932865,56459,1531943918,932377174,,1,254,31,0,0,96,1,1,1,34339,"(99638014348753983, 1142485548095, 65535, 432064089250856960)",
2018/07/18/15:58:38.935782,56460,1531943918,935475956,,1,254,6,0,0,97,1,1,125,34097,"(99360697169417073,)",
2018/07/18/15:58:38.936714,56461,1531943918,936433546,,1,254,4,0,0,98,1,1,152,37423,"(99360699565735936,)",
2018/07/18/15:58:38.937355,56462,1531943918,937126403,,1,254,2,0,0,99,1,1,42,64887,"(99360699565735936,)",
2018/07/18/15:58:38.938550,56463,1531943918,938110648,,1,254,30,0,0,100,1,1,24,13187,"(1025030000, 15015238648275787909L, 30399550888218472, 432084998415779708)",
2018/07/18/15:58:38.939718,56464,1531943918,939377003,,1,254,26,0,0,101,1,1,62,8639,"(4613127172176488693, 14041401846637998899L, 18396922265187884924L, 432084998415778107)",
