time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2018/07/18/15:58:00.937478,1636,1531943880,936882908,base_link,0,1,40.591002,-79.9008105,362.861071148,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:01.169932,1637,1531943881,168857164,base_link,0,1,40.591027,-79.9008126,363.171058569,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:01.394810,1638,1531943881,394516035,base_link,0,1,40.5910518,-79.9008135,363.481047298,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:01.528341,1639,1531943881,527255376,base_link,0,1,40.5910763,-79.9008139,363.701036664,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:01.741574,1640,1531943881,740742864,base_link,0,1,40.5911008,-79.9008136,363.861026747,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:01.972559,1641,1531943881,971003636,base_link,0,1,40.5911252,-79.9008129,363.981017281,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:02.166376,1642,1531943882,165697227,base_link,0,1,40.5911497,-79.9008118,364.031008184,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:02.346824,1643,1531943882,346254049,base_link,0,1,40.5911743,-79.9008104,364.000999354,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:02.536266,1644,1531943882,533394445,base_link,0,1,40.5911991,-79.9008088,363.970990647,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:02.765470,1645,1531943882,765010214,base_link,0,1,40.5912242,-79.9008072,363.900981818,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:02.977217,1646,1531943882,976587296,base_link,0,1,40.5912496,-79.9008055,363.770972969,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:03.148312,1647,1531943883,147185288,base_link,0,1,40.5912752,-79.9008041,363.640963735,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:03.366112,1648,1531943883,364606308,base_link,0,1,40.5913012,-79.9008031,363.48095393,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:03.526772,1649,1531943883,525931284,base_link,0,1,40.5913275,-79.9008025,363.300943596,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:03.777390,1650,1531943883,776966359,base_link,0,1,40.591354,-79.9008023,363.130932775,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:03.987645,1651,1531943883,986805416,base_link,0,1,40.5913807,-79.9008022,363.020921773,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:04.142546,1652,1531943884,142235260,base_link,0,1,40.5914077,-79.9008025,362.990910242,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:04.408402,1653,1531943884,406407696,base_link,0,1,40.5914348,-79.9008036,363.030897859,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:04.531106,1654,1531943884,528963924,base_link,0,1,40.591462,-79.9008051,363.090885031,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:04.775018,1655,1531943884,774297883,base_link,0,1,40.5914891,-79.9008071,363.18087174,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:04.947887,1656,1531943884,947284075,base_link,0,1,40.5915162,-79.9008094,363.300858147,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:05.147825,1657,1531943885,147096113,base_link,0,1,40.5915432,-79.9008118,363.430844498,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:05.349055,1658,1531943885,348655525,base_link,0,1,40.5915703,-79.900814,363.580831014,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:05.541036,1659,1531943885,540560389,base_link,0,1,40.5915974,-79.9008159,363.72081784,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:05.752539,1660,1531943885,751655183,base_link,0,1,40.5916243,-79.9008173,363.790805261,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:05.955738,1661,1531943885,955279660,base_link,0,1,40.5916512,-79.9008184,363.840792991,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:06.145298,1662,1531943886,144940359,base_link,0,1,40.5916784,-79.900819,363.83078111,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:06.337727,1663,1531943886,337347301,base_link,0,1,40.5917055,-79.9008191,363.740769782,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:06.526756,1664,1531943886,526515110,base_link,0,1,40.5917328,-79.9008185,363.650759088,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:06.752111,1665,1531943886,751746837,base_link,0,1,40.5917602,-79.9008172,363.540749068,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:06.940878,1666,1531943886,940406780,base_link,0,1,40.5917876,-79.9008151,363.520739866,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:07.136054,1667,1531943887,135695643,base_link,0,1,40.5918154,-79.9008124,363.550731112,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:07.335537,1668,1531943887,333424768,base_link,0,1,40.5918432,-79.9008093,363.610722769,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:07.545241,1669,1531943887,544544272,base_link,0,1,40.5918711,-79.9008061,363.680714491,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:07.743489,1670,1531943887,743025964,base_link,0,1,40.5918989,-79.9008029,363.700706257,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:07.942789,1671,1531943887,942546461,base_link,0,1,40.5919267,-79.9008001,363.69069762,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:08.140430,1672,1531943888,139299599,base_link,0,1,40.5919547,-79.9007979,363.630688294,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:08.379056,1673,1531943888,378575080,base_link,0,1,40.5919827,-79.9007964,363.54067826,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:08.543395,1674,1531943888,543077154,base_link,0,1,40.5920108,-79.9007954,363.440667679,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:08.733846,1675,1531943888,732518854,base_link,0,1,40.5920391,-79.9007949,363.350656511,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:08.952942,1676,1531943888,949679861,base_link,0,1,40.5920676,-79.9007949,363.250644756,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:09.136933,1677,1531943889,134464495,base_link,0,1,40.5920961,-79.9007956,363.170632294,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:09.329637,1678,1531943889,329326841,base_link,0,1,40.5921247,-79.9007968,363.120619285,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:09.531784,1679,1531943889,530171938,base_link,0,1,40.5921533,-79.9007986,363.11060567,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:09.762830,1680,1531943889,759244848,base_link,0,1,40.5921819,-79.9008008,363.140591653,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:09.963502,1681,1531943889,963152502,base_link,0,1,40.5922105,-79.900803,363.23057764,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:10.138573,1682,1531943890,138105600,base_link,0,1,40.592239,-79.9008048,363.310564079,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:10.343533,1683,1531943890,343122910,base_link,0,1,40.5922674,-79.9008063,363.430550869,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:10.530245,1684,1531943890,528512181,base_link,0,1,40.5922957,-79.9008074,363.61053811,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:10.766095,1685,1531943890,765836620,base_link,0,1,40.5923238,-79.9008078,363.77052615,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:10.911306,1686,1531943890,910857699,base_link,0,1,40.5923519,-79.9008076,363.870514804,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:11.158947,1687,1531943891,158637129,base_link,0,1,40.5923798,-79.9008067,363.950504256,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:11.353606,1688,1531943891,351421073,base_link,0,1,40.5924076,-79.9008048,364.02049477,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:11.549110,1689,1531943891,548693799,base_link,0,1,40.5924353,-79.9008019,364.020486345,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:11.741846,1690,1531943891,741601198,base_link,0,1,40.5924628,-79.900798,364.000479022,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:11.955870,1691,1531943891,955298831,base_link,0,1,40.5924903,-79.9007927,364.040473127,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:12.157076,1692,1531943892,152427369,base_link,0,1,40.5925176,-79.900786,364.080468741,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:12.342262,1693,1531943892,341965720,base_link,0,1,40.5925449,-79.9007783,364.070465374,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:12.521654,1694,1531943892,520889372,base_link,0,1,40.5925721,-79.9007692,364.070463476,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:12.741869,1695,1531943892,741248310,base_link,0,1,40.5925991,-79.9007588,364.010462984,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:12.931946,1696,1531943892,931326687,base_link,0,1,40.5926259,-79.9007467,363.910464306,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:13.130837,1697,1531943893,130519045,base_link,0,1,40.5926525,-79.9007332,363.720467136,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:13.307459,1698,1531943893,307129829,base_link,0,1,40.5926788,-79.9007177,363.450472125,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:13.572602,1699,1531943893,572357043,base_link,0,1,40.5927047,-79.9006993,363.200480229,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:13.782516,1700,1531943893,782074598,base_link,0,1,40.5927299,-79.9006776,363.030491978,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:13.964756,1701,1531943893,964336776,base_link,0,1,40.5927539,-79.9006527,362.920507473,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:14.126474,1702,1531943894,125679283,base_link,0,1,40.5927766,-79.9006253,362.830526044,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:14.352371,1703,1531943894,340114709,base_link,0,1,40.5927978,-79.9005956,362.82054757,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:14.549428,1704,1531943894,549123922,base_link,0,1,40.5928172,-79.9005633,362.870572477,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:14.740529,1705,1531943894,739876282,base_link,0,1,40.5928345,-79.9005289,362.94060038,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:14.917387,1706,1531943894,917125238,base_link,0,1,40.5928493,-79.9004926,363.03063124,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:15.168246,1707,1531943895,167897513,base_link,0,1,40.5928614,-79.9004547,363.160664832,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:15.370709,1708,1531943895,370369554,base_link,0,1,40.5928706,-79.9004156,363.340700832,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:15.586185,1709,1531943895,585130515,base_link,0,1,40.5928775,-79.9003758,363.530738486,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:15.745186,1710,1531943895,743208134,base_link,0,1,40.5928821,-79.9003356,363.73077749,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:15.934200,1711,1531943895,933432821,base_link,0,1,40.5928848,-79.9002955,363.910817172,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:16.164793,1712,1531943896,164412166,base_link,0,1,40.592886,-79.9002555,364.130857367,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:16.323869,1713,1531943896,322875701,base_link,0,1,40.5928858,-79.9002156,364.350898036,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:16.534590,1714,1531943896,534309022,base_link,0,1,40.5928848,-79.9001762,364.560938526,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:16.744794,1715,1531943896,740004934,base_link,0,1,40.5928834,-79.9001371,364.660978877,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:16.981885,1716,1531943896,980826698,base_link,0,1,40.5928816,-79.9000983,364.65101909,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:17.163746,1717,1531943897,163271733,base_link,0,1,40.5928795,-79.9000595,364.541059428,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:17.332946,1718,1531943897,332602959,base_link,0,1,40.5928773,-79.9000207,364.341099809,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:17.542254,1719,1531943897,541829939,base_link,0,1,40.5928751,-79.8999818,364.051140295,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:17.766830,1720,1531943897,766467533,base_link,0,1,40.5928731,-79.8999424,363.641181211,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:17.942172,1721,1531943897,941303755,base_link,0,1,40.5928713,-79.8999026,363.191222455,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:18.163895,1722,1531943898,163610530,base_link,0,1,40.5928698,-79.8998623,362.801264088,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:18.317734,1723,1531943898,317179180,base_link,0,1,40.5928684,-79.8998217,362.511305988,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:18.587459,1724,1531943898,587029561,base_link,0,1,40.5928673,-79.8997809,362.231347972,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:18.732653,1725,1531943898,731788612,base_link,0,1,40.5928665,-79.8997401,361.991389836,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:18.967234,1726,1531943898,966287702,base_link,0,1,40.5928658,-79.8996994,361.80143156,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:19.165703,1727,1531943899,165321391,base_link,0,1,40.5928653,-79.8996589,361.641473001,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:19.334527,1728,1531943899,334076693,base_link,0,1,40.5928648,-79.8996186,361.541514241,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:19.555888,1729,1531943899,555659767,base_link,0,1,40.5928643,-79.8995787,361.501555077,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:19.734636,1730,1531943899,733895541,base_link,0,1,40.5928638,-79.899539,361.491595712,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:19.936121,1731,1531943899,935548722,base_link,0,1,40.5928634,-79.8994997,361.481635901,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:20.134608,1732,1531943900,133155614,base_link,0,1,40.592863,-79.8994605,361.491675991,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:20.341883,1733,1531943900,341004602,base_link,0,1,40.5928626,-79.8994214,361.531715982,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:58:20.541776,1734,1531943900,541468487,base_link,0,1,40.5928623,-79.8993823,361.541755935,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:20.775608,1735,1531943900,774967435,base_link,0,1,40.592862,-79.8993431,361.541795991,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:20.966262,1736,1531943900,965359462,base_link,0,1,40.5928617,-79.8993038,361.521836153,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:21.136736,1737,1531943901,135713279,base_link,0,1,40.5928612,-79.8992643,361.541876603,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:58:21.318186,1738,1531943901,316134954,base_link,0,1,40.5928606,-79.8992247,361.581917198,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:58:21.553711,1739,1531943901,553249578,base_link,0,1,40.59286,-79.8991849,361.601958,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:58:21.718343,1740,1531943901,717739267,base_link,0,1,40.5928593,-79.8991449,361.61199905,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:21.951009,1741,1531943901,950780943,base_link,0,1,40.5928588,-79.8991049,361.65204002,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:22.145677,1742,1531943902,145191843,base_link,0,1,40.5928584,-79.8990648,361.632081054,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:22.339453,1743,1531943902,338674498,base_link,0,1,40.592858,-79.8990246,361.532122193,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:22.544611,1744,1531943902,543999679,base_link,0,1,40.5928577,-79.8989841,361.412163599,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:22.748261,1745,1531943902,747838285,base_link,0,1,40.5928575,-79.8989433,361.272205272,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:22.933677,1746,1531943902,933295715,base_link,0,1,40.5928573,-79.898902,361.122247459,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:23.144835,1747,1531943903,144529186,base_link,0,1,40.5928574,-79.8988605,360.992289729,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:23.348988,1748,1531943903,348576688,base_link,0,1,40.5928575,-79.8988184,360.992332613,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:23.571995,1749,1531943903,571657423,base_link,0,1,40.592858,-79.8987761,360.96237554,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:23.782873,1750,1531943903,780963396,base_link,0,1,40.5928587,-79.8987338,360.982418388,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
2018/07/18/15:58:23.949329,1751,1531943903,948947292,base_link,0,1,40.5928596,-79.8986913,361.012461361,"(0.3844000059127808, 0.0, 0.0, 0.0, 0.3844000059127808, 0.0, 0.0, 0.0, 1.5376000236511231)",1
2018/07/18/15:58:24.190883,1752,1531943904,190579859,base_link,0,1,40.5928604,-79.8986489,361.032504276,"(0.3480999690532691, 0.0, 0.0, 0.0, 0.3480999690532691, 0.0, 0.0, 0.0, 1.3923998762130765)",1
